age,income,debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income_ratio,default
37,21341.69,2227.04,5290.13,5.5,2,5,10.1,0.1044,0
54,6568.11,4190.8,75501.97,4.0,0,6,7.3,0.6381,1
42,50349.78,28591.71,38325.89,7.1,4,7,13.4,0.5679,0
33,124556.7,52556.56,29361.43,11.5,1,2,17.0,0.4219,0
45,39683.57,16335.44,4392.51,5.6,0,5,5.6,0.4116,0
26,15525.49,1086.53,15745.83,2.7,1,3,6.6,0.07,0
48,24694.46,12956.67,35146.11,14.2,0,4,24.7,0.5247,0
44,27575.25,20102.25,21471.56,3.7,1,6,6.3,0.729,0
36,19721.19,1471.12,5992.79,9.4,0,1,14.9,0.0746,0
29,60846.5,12827.0,7942.04,19.1,1,7,1.3,0.2108,0
29,59050.96,42625.72,9306.34,34.0,1,3,9.7,0.7218,0
46,18155.5,4129.92,8244.07,7.3,0,1,12.1,0.2275,0
54,56108.84,29353.62,45388.91,14.3,2,5,7.2,0.5232,1
32,90770.32,38836.49,2873.22,9.5,2,6,4.7,0.4279,1
45,113724.59,54253.69,22578.09,4.4,2,5,11.8,0.4771,0
18,202628.03,67400.39,4751.22,6.9,3,4,4.0,0.3326,0
32,21137.51,5072.86,6191.91,5.9,0,7,5.8,0.24,0
39,197705.19,7676.25,2676.36,14.0,1,3,14.5,0.0388,0
29,29362.57,17483.2,8610.66,18.7,2,3,4.5,0.5954,0
28,25451.27,15191.22,44738.3,6.3,0,4,19.2,0.5969,0
31,,23711.25,16512.28,2.7,3,3,3.7,0.5366,0
43,25610.64,13187.1,5122.05,8.7,1,1,8.8,0.5149,0
37,46139.58,8996.0,30143.31,4.6,0,5,15.5,0.195,0
18,16447.91,294.02,35776.39,3.9,0,3,1.8,0.0179,0
18,31468.69,20359.37,14519.35,5.2,2,2,4.8,0.647,0
32,78538.9,30858.78,68036.48,5.0,1,1,8.4,0.3929,1
45,35093.22,8614.35,25777.35,10.0,0,5,3.4,0.2455,0
18,39535.63,3223.95,23066.16,11.3,2,3,9.1,0.0815,0
34,48298.47,2423.49,7025.47,9.3,2,2,4.9,0.0502,0
33,73305.94,20459.2,22068.77,4.6,1,8,5.5,0.2791,0
56,13451.76,8660.1,15889.81,4.6,1,2,7.9,0.6438,0
35,51570.98,37903.59,20249.05,7.6,1,4,7.9,0.735,0
44,30918.7,22181.11,7725.88,6.5,0,2,3.9,0.7174,0
41,40134.14,29538.75,14801.43,8.1,2,7,4.2,0.736,0
18,68594.67,49812.1,6950.1,9.8,4,8,10.7,0.7262,0
49,17738.42,7481.71,2397.77,7.6,3,6,4.8,0.4218,0
42,19779.74,3471.99,29692.32,,0,5,10.1,0.1755,0
46,11370.1,7259.1,4016.19,8.9,1,4,10.6,0.6384,0
80,26121.26,4465.96,14555.86,11.1,2,5,4.6,0.171,0
18,80681.08,17246.86,17437.91,3.8,2,4,13.0,0.2138,0
60,33780.79,6303.61,17348.31,2.5,2,6,1.9,0.1866,1
36,16251.25,6695.29,10652.36,4.5,2,3,11.4,0.412,0
43,27135.35,6986.32,16596.87,13.5,2,7,8.7,0.2575,0
39,14872.71,1834.17,19472.8,9.0,2,7,5.8,0.1233,1
34,18488.21,6702.69,24051.96,5.5,1,4,26.8,0.3625,0
33,45857.38,32060.08,53463.43,5.0,2,4,17.7,0.6991,0
43,17955.94,8195.85,16112.58,11.4,3,2,8.7,0.4564,0
21,70797.61,49747.25,14062.11,9.1,2,12,,0.7027,0
49,34798.44,5452.84,6467.97,3.4,1,4,4.9,0.1567,1
35,38229.27,5106.63,18934.81,3.4,0,3,5.4,0.1336,0
26,30729.43,14149.73,22786.11,10.9,4,4,5.2,0.4605,0
34,57740.19,21402.16,11454.72,5.4,1,3,2.3,0.3707,0
55,58098.55,30684.06,20654.53,2.9,1,4,2.8,0.5281,0
33,44401.68,28226.21,10572.24,2.8,1,4,3.4,0.6357,0
44,50963.93,30631.66,22852.0,10.0,3,5,5.2,0.601,0
31,31976.17,24103.92,27724.78,5.6,2,9,3.3,0.7538,0
49,50277.95,16018.81,27416.55,11.9,2,4,6.0,0.3186,0
48,29651.66,4895.77,14680.5,8.2,2,5,8.0,0.1651,0
62,36364.16,16026.78,5814.01,6.2,3,2,17.7,0.4407,0
37,30798.27,2728.56,8188.37,7.9,1,5,4.1,0.0886,0
48,27602.7,6378.46,21506.83,20.1,0,4,9.3,0.2311,0
41,24017.38,3994.34,94755.0,4.3,1,1,10.5,0.1663,1
55,48079.64,15253.31,10172.3,14.7,3,5,4.6,0.3173,0
31,79727.0,7093.57,19238.53,10.9,1,5,9.0,0.089,0
48,73325.31,1867.84,8562.59,5.7,3,6,9.9,0.0255,0
37,17086.79,8978.0,6129.24,10.9,2,5,16.2,0.5254,0
39,78709.71,38426.02,7777.17,8.8,3,2,9.3,0.4882,0
41,30004.57,17003.2,2525.07,7.5,4,7,11.9,0.5667,0
43,52074.98,27511.69,39448.37,6.5,0,3,7.0,0.5283,0
38,21084.02,1927.83,2243.73,13.1,1,2,11.6,0.0914,0
42,39544.74,9208.51,10817.68,8.1,1,2,8.5,0.2329,0
58,43837.02,4542.45,5205.64,4.5,2,7,14.3,0.1036,0
51,14901.8,10049.44,6584.65,7.8,1,5,6.9,0.6744,0
50,52310.91,31256.97,40183.76,2.9,1,1,9.6,0.5975,1
34,81435.05,13129.09,15691.17,5.4,4,3,11.5,0.1612,0
29,,8929.37,6171.41,10.7,0,7,3.1,0.273,0
51,82133.47,63513.15,8336.4,4.1,4,8,2.8,0.7733,0
50,32408.76,15404.77,7241.73,24.1,1,4,,0.4753,0
57,60460.81,38750.81,12902.33,1.7,1,2,4.1,0.6409,0
32,,2030.72,15341.45,6.4,0,4,3.4,0.2117,1
37,155013.37,26048.81,60867.81,11.3,1,4,7.0,0.168,0
20,89078.65,55864.21,2884.07,3.0,3,1,15.3,0.6271,0
35,30614.37,16798.04,12992.79,11.5,0,2,14.4,0.5487,1
51,11122.74,6059.47,10379.06,11.0,2,2,12.5,0.5448,0
34,43166.37,19084.18,28488.02,6.7,0,2,11.5,0.4421,0
47,15269.99,6884.67,17744.92,4.6,1,4,2.7,0.4509,0
37,47425.35,27912.57,21424.49,8.0,4,9,13.1,0.5886,0
43,46487.53,10041.4,17607.3,10.8,2,6,6.2,0.216,0
26,20643.55,5825.91,6338.56,4.8,1,2,8.9,0.2822,0
41,71152.46,49615.28,35207.43,7.4,1,9,11.4,0.6973,0
18,58885.19,14550.07,25306.18,3.1,2,6,9.9,0.2471,0
37,65218.21,28503.47,27789.79,12.3,0,6,9.0,0.437,0
20,36509.02,20522.14,36726.0,18.4,1,2,9.8,0.5621,0
54,15532.43,12425.01,18660.05,6.0,3,3,2.1,0.7999,0
49,65298.44,22739.08,43686.48,5.2,1,4,9.1,0.3482,0
45,30877.32,10574.69,18071.87,13.8,2,1,4.3,0.3425,0
58,15774.21,10632.93,11212.15,13.6,1,6,9.0,0.6741,1
28,81733.86,52669.5,13289.33,11.6,1,3,8.1,0.6444,0
60,127981.95,74851.61,13107.3,3.7,1,7,6.6,0.5849,0
51,35427.77,13128.95,8817.44,1.0,0,4,10.3,0.3706,0
37,132650.44,34376.53,49291.7,7.2,2,7,18.4,0.2592,0
53,,18681.06,16933.28,10.0,1,5,5.4,0.487,0
26,28903.75,20260.91,14411.63,6.0,2,2,5.3,0.701,0
30,24877.65,17589.05,18226.27,13.5,0,5,7.5,0.707,0
32,96978.97,8417.65,144912.24,5.3,0,4,1.9,0.0868,1
33,22740.75,7792.81,5402.52,2.5,1,2,6.4,0.3427,0
27,56452.88,20987.91,6795.18,6.0,1,3,8.3,0.3718,0
54,25964.92,20306.96,4427.29,9.5,2,7,10.3,0.7821,0
36,,14943.94,11091.35,4.1,4,5,5.8,0.5424,0
44,67383.12,21953.23,16259.21,9.0,2,3,10.4,0.3258,0
33,28911.01,602.69,9207.21,7.2,1,4,5.0,0.0208,0
18,28484.71,12883.87,8675.16,18.1,1,7,6.7,0.4523,0
43,71659.63,5507.82,14971.8,12.6,2,3,11.5,0.0769,0
18,94697.07,63215.97,8940.2,25.4,1,1,18.0,0.6676,0
39,53466.68,32187.74,17122.36,3.5,4,3,15.8,0.602,0
23,24517.39,9032.39,32577.84,15.0,1,3,11.1,0.3684,0
63,26732.49,9179.1,22962.65,1.9,1,7,9.5,0.3434,0
50,38099.22,27350.33,27032.92,13.2,2,4,3.1,0.7179,0
41,44026.99,10159.96,31848.15,2.4,0,4,2.9,0.2308,0
55,20076.0,3999.46,16751.83,11.4,0,8,13.4,0.1992,0
29,56040.1,42106.17,11767.39,9.0,2,3,12.6,0.7514,0
46,38227.41,24748.3,7202.6,9.6,1,2,1.3,0.6474,0
42,12972.34,8516.35,9769.86,1.7,2,4,3.4,0.6565,0
43,20798.67,3247.82,8787.2,10.9,1,7,4.8,0.1562,0
55,26836.62,3076.46,23988.69,2.5,0,2,7.2,0.1146,0
48,34762.18,723.88,17631.21,18.2,1,1,5.8,0.0208,1
43,112822.07,21394.81,23327.92,5.1,2,5,6.9,0.1896,0
20,41894.2,25947.27,5280.26,6.3,2,1,9.2,0.6194,0
28,21928.38,4210.92,41998.94,14.9,2,4,,0.192,0
38,41455.61,24180.34,9494.0,8.2,1,3,4.3,0.5833,0
41,29399.92,5924.87,5541.31,8.3,1,2,6.2,0.2015,0
26,44128.23,13954.85,9401.51,10.3,0,3,11.5,0.3162,0
68,51448.71,40465.95,97442.02,4.3,0,7,21.1,0.7865,1
58,75022.13,14693.04,9796.95,5.1,0,3,,0.1958,0
47,35790.15,10776.29,10300.24,8.4,2,4,14.5,0.3011,0
40,97088.32,23385.64,11456.54,18.9,2,1,5.9,0.2409,0
37,62618.35,5491.63,11862.1,11.9,2,2,21.5,0.0877,1
28,23754.71,9309.83,7149.65,12.4,3,3,5.0,0.3919,0
40,136750.5,41428.91,14981.49,15.6,3,5,7.8,0.303,0
43,44187.48,24564.25,31586.21,13.5,0,5,15.9,0.5559,0
25,22002.81,14391.5,17178.8,11.6,0,7,8.8,0.6541,0
44,97904.5,42627.6,5492.11,7.2,0,7,7.0,0.4354,0
38,126331.74,3253.94,10142.84,1.5,1,5,8.7,0.0258,0
18,35602.99,17628.39,8593.64,4.1,1,6,6.1,0.4951,0
29,26844.33,1189.54,13937.68,4.4,1,5,9.7,0.0443,0
35,32747.27,16147.19,38729.67,14.2,4,1,11.5,0.4931,1
62,55761.51,30558.64,11859.61,10.8,2,2,4.2,0.548,0
46,78175.69,12368.5,12450.0,0.9,0,5,6.6,0.1582,0
23,51138.47,33520.09,55387.87,8.1,0,8,4.2,0.6555,0
45,38601.02,28135.05,26929.15,1.5,2,5,3.3,0.7289,0
21,89215.23,58031.79,21147.25,7.1,1,5,6.8,0.6505,0
52,30100.53,7347.16,63991.48,13.7,0,3,7.9,0.2441,1
34,67410.2,31636.58,19768.58,10.7,2,3,12.5,0.4693,0
38,30551.29,22359.03,2726.51,6.4,2,4,8.0,0.7319,0
55,47033.42,12065.57,26007.3,,1,10,3.4,0.2565,0
24,33923.47,22254.55,3738.33,5.1,1,0,22.6,0.656,0
23,35118.69,266.2,19179.63,3.3,4,3,5.4,0.0076,0
32,28957.02,84.48,3391.42,4.9,0,4,7.4,0.0029,0
52,81382.25,49461.64,9195.92,12.9,1,3,5.9,0.6078,0
21,23394.22,14250.78,9986.33,15.2,0,1,2.9,0.6092,0
18,23291.89,14701.42,7214.91,13.3,0,5,1.2,0.6312,0
34,129650.3,96462.61,10106.34,12.5,1,5,8.9,0.744,0
46,65297.47,6159.19,30517.31,3.8,1,1,2.9,0.0943,0
54,8681.35,1611.15,7546.49,6.7,2,4,7.1,0.1856,0
34,25870.14,18703.59,20663.26,7.1,3,0,2.2,0.723,0
35,12244.18,1736.09,6170.16,5.8,2,5,18.5,0.1418,1
53,20528.83,11204.29,11480.44,4.1,1,3,8.9,0.5458,0
18,5524.19,2344.3,17310.55,9.0,2,3,5.6,0.4244,0
35,33449.97,2226.26,6019.61,8.8,0,7,10.9,0.0666,0
42,18303.27,4177.01,4677.99,6.6,4,4,9.6,0.2282,0
45,37644.54,15671.34,19801.29,17.2,0,7,2.9,0.4163,0
33,13696.93,9339.66,32809.2,6.0,1,1,10.5,0.6819,1
40,38167.78,21604.14,12540.87,7.4,1,4,17.3,0.566,0
18,28312.26,14085.53,9266.39,3.0,1,2,5.3,0.4975,0
32,89426.45,35486.77,15131.6,11.7,0,6,13.8,0.3968,0
45,,20237.68,13966.04,14.9,4,3,5.0,0.2389,0
28,58174.79,5549.64,16225.22,2.7,2,6,9.6,0.0954,0
40,29852.73,9769.63,1767.65,10.3,1,3,12.5,0.3273,0
45,119518.71,2726.79,5680.06,6.4,0,2,,0.0228,0
35,14302.35,2414.88,6794.14,12.1,5,5,6.9,0.1688,0
42,15644.35,5412.74,15073.51,9.2,1,2,9.0,0.346,0
28,34535.05,11565.24,15501.66,9.2,4,6,4.9,0.3349,0
37,140424.16,4976.12,22224.36,8.8,0,4,7.5,0.0354,0
47,32163.79,15157.13,16416.88,19.6,1,6,3.3,0.4712,0
41,32534.39,14306.91,4719.28,3.3,2,2,8.3,0.4397,1
32,15288.46,955.28,42514.64,1.5,0,6,6.8,0.0625,0
42,64058.87,48334.37,36957.9,11.8,3,2,4.9,0.7545,0
48,64338.0,5115.27,4882.64,3.9,1,2,4.6,0.0795,0
18,58305.12,39872.97,17433.77,12.2,3,6,4.4,0.6839,0
53,24896.13,6.17,8297.09,11.5,0,0,7.6,0.0002,0
35,23765.16,16774.04,14929.45,4.8,2,6,6.3,0.7058,0
45,16716.08,263.71,31028.09,28.5,1,5,15.2,0.0158,0
54,38189.79,23152.55,73429.67,16.5,1,6,11.6,0.6062,1
23,18991.67,5495.29,24367.9,7.6,1,4,13.9,0.2894,0
31,17917.8,10581.78,16914.86,8.9,3,5,11.5,0.5906,0
36,28163.6,9051.67,10179.62,14.4,4,2,5.0,0.3214,0
30,27078.8,1536.08,15455.31,3.5,2,4,4.7,0.0567,0
60,26297.07,16146.54,39648.86,10.3,2,5,3.9,0.614,1
29,48043.72,2738.6,12890.33,7.5,0,2,12.5,0.057,0
33,38079.4,28091.03,6575.53,16.8,3,6,3.7,0.7377,0
42,30549.59,1245.79,3656.45,2.2,0,1,4.9,0.0408,0
25,40530.41,15541.8,20139.5,9.3,3,2,10.3,0.3835,0
35,20031.95,11587.03,16282.24,3.5,2,3,9.1,0.5784,0
43,38683.45,12169.7,7968.67,10.4,1,5,2.7,0.3146,0
36,39749.86,6908.0,30357.88,8.2,2,5,,0.1738,0
38,14737.81,8949.87,9533.61,8.7,3,4,5.0,0.6073,0
33,66000.41,41411.02,11995.47,12.6,0,4,5.4,0.6274,0
21,21399.86,15796.43,13182.81,11.0,4,8,5.5,0.7382,0
43,38337.58,11537.01,10089.37,,0,5,9.7,0.3009,0
61,73031.57,29577.89,16134.13,1.8,1,4,5.5,0.405,0
40,63285.15,18384.51,33564.09,2.4,2,3,8.4,0.2905,0
42,37071.36,7624.3,5356.22,5.3,4,2,9.6,0.2057,0
48,29216.84,17554.25,19748.17,8.8,0,4,3.7,0.6008,0
24,64119.71,17422.7,15332.45,7.8,1,5,13.6,0.2717,0
60,54437.96,18646.07,15108.47,9.0,1,3,9.6,0.3425,0
42,25058.82,8092.47,26835.36,14.7,1,4,9.4,0.3229,0
59,22540.38,12850.92,13897.13,5.5,3,3,18.4,0.5701,0
31,10473.33,7689.9,19617.62,12.2,3,6,17.0,0.7342,0
61,39831.73,21246.44,23687.24,8.6,0,5,7.8,0.5334,0
49,34557.55,13037.39,8924.07,15.5,3,2,11.3,0.3773,0
46,71805.39,44760.9,16972.45,9.2,1,6,13.7,0.6234,0
42,45045.71,23098.41,10931.13,18.4,1,2,5.6,0.5128,0
37,80865.09,3921.01,12014.32,11.6,0,9,11.8,0.0485,0
54,23898.75,1828.99,10325.28,13.8,2,4,13.7,0.0765,0
41,71889.84,2180.67,19474.56,5.4,2,7,2.9,0.0303,0
18,26440.45,9662.74,14261.46,15.4,4,6,,0.3655,0
26,57904.92,38256.78,18317.92,18.6,1,3,8.0,0.6607,0
37,15134.69,3790.73,13173.81,10.8,1,2,7.4,0.2505,0
43,41817.96,12851.84,3702.28,6.8,1,4,14.7,0.3073,0
39,11038.97,8031.75,13699.23,14.0,0,4,8.6,0.7276,0
54,30937.29,20713.22,14056.36,12.1,2,4,4.7,0.6695,0
18,47297.48,25164.08,16221.24,21.6,0,3,6.5,0.532,0
41,26566.83,5670.5,8308.35,10.6,3,4,7.4,0.2134,0
18,19336.26,1810.52,5133.92,7.5,3,7,13.5,0.0936,0
49,60335.21,775.13,22019.54,8.6,2,3,2.0,0.0128,0
38,34129.67,2921.79,10733.39,4.7,1,7,6.5,0.0856,0
45,27072.06,6336.95,15321.24,6.7,1,4,8.8,0.2341,0
29,37239.96,16438.91,10666.17,2.1,0,3,9.5,0.4414,0
55,176663.4,9045.18,13295.1,7.4,2,10,,0.0512,0
52,72555.11,7907.22,9326.1,14.2,0,4,10.0,0.109,0
47,72951.07,10568.02,6158.16,22.9,2,4,2.1,0.1449,0
38,47161.25,23844.05,19515.91,6.4,4,2,7.1,0.5056,1
46,40130.47,19769.55,8246.17,11.3,1,0,10.5,0.4926,0
31,8624.4,3800.02,15232.11,7.5,1,3,14.5,0.4406,0
50,24163.82,4842.46,18552.65,6.3,4,1,11.7,0.2004,0
59,27218.59,8081.08,8354.45,4.0,3,2,3.9,0.2969,1
52,11790.68,912.03,5099.47,,2,7,5.4,0.0774,1
31,18134.12,3285.33,93047.79,2.7,0,3,12.2,0.1812,1
44,11064.51,7946.13,8758.52,10.2,3,5,6.3,0.7182,0
24,35489.98,27815.39,21998.59,,0,0,9.7,0.7838,1
46,59353.1,30752.48,63042.91,5.6,0,4,13.9,0.5181,1
45,70549.14,51744.88,25132.73,17.1,2,2,12.9,0.7335,1
18,46577.4,23949.8,10505.41,3.9,2,2,6.7,0.5142,0
26,20372.93,541.05,12661.32,9.7,0,3,6.7,0.0266,0
36,11393.07,9084.95,6863.1,15.4,0,4,7.1,0.7974,0
36,12655.9,1001.86,27047.7,10.0,1,0,16.6,0.0792,0
25,16959.96,9262.06,21015.52,10.3,1,1,10.8,0.5461,0
44,21304.73,4309.29,8852.54,9.9,0,6,3.3,0.2023,0
43,32996.31,10347.14,5803.75,3.2,1,2,6.6,0.3136,0
37,19761.71,10211.81,4642.52,,2,2,5.2,0.5167,0
30,44506.28,15541.14,29413.56,15.1,3,2,15.0,0.3492,0
52,31591.26,6332.05,14710.23,9.3,1,1,4.9,0.2004,0
59,36546.01,9778.14,15866.86,8.4,1,3,2.9,0.2676,0
34,71980.49,19667.84,6916.33,3.0,4,2,13.9,0.2732,0
32,17887.56,13727.97,4143.09,4.8,2,4,6.7,0.7675,0
45,46687.08,29827.93,28856.51,9.8,2,2,14.2,0.6389,0
35,36012.31,13210.72,13816.67,2.2,1,2,8.9,0.3668,0
38,29729.89,4752.52,27605.98,4.5,1,6,5.7,0.1599,0
48,61768.81,40076.4,9810.94,6.5,0,4,15.5,0.6488,0
18,61537.9,7738.14,11053.98,3.6,2,5,19.7,0.1257,0
55,20580.63,3465.16,23638.65,4.6,2,4,21.9,0.1684,0
40,32555.57,9532.62,24001.66,10.3,1,5,12.5,0.2928,0
35,42990.18,30277.06,25287.17,7.5,2,6,3.7,0.7043,0
38,30828.53,3250.23,10549.56,11.9,3,5,8.1,0.1054,0
39,,5044.49,21843.04,6.3,0,4,4.4,0.0978,0
19,42989.67,16988.66,32444.28,7.4,3,3,5.9,0.3952,1
57,109047.27,24113.45,12285.59,9.2,1,7,12.2,0.2211,1
40,14498.96,6596.77,8859.18,4.8,1,4,,0.455,0
45,33743.34,12191.78,39112.53,10.6,4,6,5.2,0.3613,1
51,21055.11,7326.49,7914.43,4.0,0,6,1.7,0.348,0
27,52180.52,4674.25,22105.49,5.1,2,4,9.6,0.0896,0
45,13762.42,1552.95,12749.69,5.7,0,2,7.6,0.1128,0
36,44702.63,29363.5,3061.77,,1,6,5.3,0.6569,0
50,24883.77,17635.28,32954.24,8.3,0,2,1.6,0.7087,1
18,23376.88,4388.94,1471.03,5.4,0,4,5.1,0.1877,0
38,15246.44,1383.89,2731.75,7.1,0,4,2.6,0.0908,0
32,27472.87,1174.01,20370.93,14.6,1,4,6.0,0.0427,0
45,69612.56,33876.12,20366.71,15.3,0,2,11.5,0.4866,0
45,35770.79,20471.0,8021.94,0.5,1,5,7.1,0.5723,0
31,52923.79,15784.41,15036.83,10.3,1,5,4.7,0.2982,0
31,98595.91,53610.61,1763.15,1.8,1,4,8.1,0.5437,0
38,42542.27,24264.71,23519.39,10.7,1,3,4.7,0.5704,0
29,25970.6,19433.12,16314.02,13.3,1,4,7.6,0.7483,0
50,48067.01,2494.63,12880.7,5.9,2,3,9.1,0.0519,0
35,26197.58,4030.06,13584.34,15.6,2,3,3.5,0.1538,0
18,26831.89,1470.95,19823.1,4.9,1,7,1.7,0.0548,0
35,14589.6,10130.95,13054.38,14.2,4,3,10.8,0.6944,0
27,63307.21,40141.19,2983.21,13.1,2,1,1.5,0.6341,0
20,28807.71,13243.3,77425.06,2.9,0,2,8.8,0.4597,1
25,40508.17,2711.24,34913.91,6.2,3,1,7.2,0.0669,0
41,19504.94,4264.75,4779.28,2.5,1,2,9.5,0.2186,0
55,47172.6,11235.38,10136.42,3.7,2,3,9.2,0.2382,0
43,22990.47,10313.4,11060.91,15.8,2,7,14.7,0.4486,0
32,33355.39,6885.72,31668.56,10.6,1,4,5.7,0.2064,0
45,61494.04,3589.28,2374.6,5.3,4,7,,0.0584,0
34,58364.06,34120.2,8962.4,1.9,3,2,9.9,0.5846,0
31,35838.64,8574.9,3266.55,2.4,5,1,7.6,0.2393,0
26,12570.67,4549.32,10635.19,7.1,1,6,3.4,0.3619,0
18,218750.34,22341.7,9154.49,16.3,2,4,6.1,0.1021,0
35,103519.51,66463.53,14239.22,12.3,1,4,5.3,0.642,0
41,56027.89,25348.45,8234.6,7.3,1,6,15.9,0.4524,0
38,23111.32,16669.47,7325.97,7.3,1,6,12.2,0.7213,0
35,33922.87,13446.25,21932.51,9.3,1,6,4.9,0.3964,0
28,26211.35,19740.83,19220.61,14.7,3,4,11.2,0.7531,0
47,77521.73,55311.33,20766.96,4.2,2,5,2.6,0.7135,0
24,42510.3,19604.39,11596.75,9.2,0,4,7.0,0.4612,0
49,22685.96,16949.02,8455.81,3.5,2,2,14.9,0.7471,0
27,27379.42,7076.79,12147.98,8.7,3,4,2.9,0.2585,0
30,71161.9,20815.83,19948.91,7.2,0,5,8.7,0.2925,0
22,94850.64,3450.89,2341.57,2.6,0,5,17.0,0.0364,0
33,90853.08,42824.57,18311.59,9.3,0,5,23.1,0.4714,0
51,,33032.27,17108.16,5.7,1,2,10.5,0.5775,0
46,31207.85,19311.9,14040.77,6.2,1,0,5.9,0.6188,0
51,5193.13,622.41,11855.52,4.5,2,3,8.8,0.1199,0
46,43403.53,15422.46,1714.89,8.6,1,9,10.8,0.3553,0
26,36275.68,5132.67,9396.73,8.3,3,6,10.3,0.1415,0
36,39497.37,20921.83,55912.93,11.9,2,0,4.9,0.5297,1
30,37509.08,4739.54,13498.33,9.9,1,3,12.0,0.1264,0
55,16386.99,11853.22,10448.02,4.5,2,3,6.5,0.7233,0
25,50738.75,9361.69,13541.64,12.3,1,3,5.3,0.1845,0
50,53068.02,12371.31,17744.28,14.0,1,7,11.9,0.2331,0
50,54688.2,37227.63,22630.55,4.9,0,4,9.8,0.6807,0
61,64083.76,23504.26,11124.4,6.5,2,1,18.4,0.3668,0
35,52178.77,1001.66,18768.51,5.7,1,1,5.7,0.0192,0
48,28395.4,11235.18,51088.8,8.1,1,4,5.7,0.3957,0
67,34804.36,2353.98,29881.67,4.7,2,2,8.0,0.0676,0
32,38356.33,30235.37,86876.27,11.8,0,4,15.4,0.7883,1
21,38739.68,18226.6,7899.73,4.0,2,5,19.8,0.4705,0
18,66100.43,13565.53,51069.95,6.1,0,3,24.9,0.2052,0
48,53433.93,24097.32,7097.24,9.7,2,2,3.8,0.451,0
18,126298.83,7766.58,17727.15,8.1,2,2,17.1,0.0615,0
35,136472.91,87330.8,24004.13,8.3,1,1,26.4,0.6399,0
45,38093.15,28198.93,8878.41,3.7,0,5,13.6,0.7403,0
42,3633.7,2541.97,14333.74,7.3,2,5,2.1,0.6996,0
45,76274.92,20854.03,27677.33,13.6,1,8,7.7,0.2734,0
42,26259.27,6843.55,7568.75,11.4,3,4,9.2,0.2606,0
55,22451.43,630.21,50792.64,6.6,2,1,22.9,0.0281,0
28,28593.45,14900.63,4413.06,8.0,0,4,6.6,0.5211,0
31,27778.4,11887.04,63054.4,8.9,2,3,6.2,0.4279,0
30,52436.69,19269.28,29764.18,15.7,1,2,11.2,0.3675,0
49,14247.53,10345.2,12434.37,5.9,2,3,5.6,0.7261,0
50,19022.31,2554.76,9680.47,11.3,1,9,24.3,0.1343,0
45,44618.11,345.03,8905.08,8.1,1,1,3.1,0.0077,0
54,52773.6,3095.34,11984.43,13.6,0,4,14.3,0.0587,0
25,53365.78,9536.31,12851.34,14.4,1,2,5.9,0.1787,0
60,22646.9,603.05,36467.66,8.4,1,5,8.8,0.0266,0
58,20191.98,8122.73,64532.44,5.3,1,3,13.7,0.4023,1
48,26796.3,6733.17,15670.01,13.4,1,3,8.5,0.2513,0
61,41936.99,6055.13,6791.98,7.9,3,5,5.4,0.1444,0
20,88546.79,53134.03,8633.62,3.2,0,2,18.3,0.6001,0
33,,1738.83,11539.46,2.7,1,3,2.0,0.1636,1
31,31810.85,17498.64,5859.98,7.9,2,2,3.5,0.5501,0
48,16324.02,4561.13,5202.25,1.0,2,5,2.5,0.2794,0
27,13475.85,5517.85,71517.81,5.7,4,1,8.3,0.4095,1
49,64872.17,48465.59,17019.09,13.9,2,4,18.1,0.7471,0
56,50351.05,1504.56,6860.21,15.4,2,1,3.0,0.0299,0
48,47555.85,19032.4,25675.25,13.9,2,4,15.2,0.4002,0
43,63108.8,43137.29,5204.73,8.0,1,5,5.7,0.6835,0
28,27232.56,12809.64,5559.09,,1,4,7.1,0.4704,0
29,28012.82,6204.74,7027.36,14.7,0,4,21.6,0.2215,0
54,134785.29,42881.25,50191.98,8.7,0,2,3.7,0.3181,1
49,31321.42,17045.51,10912.85,3.2,1,10,13.1,0.5442,0
39,56448.23,40227.8,1894.36,8.3,0,3,5.4,0.7126,0
34,36454.82,1197.65,35173.66,13.5,2,2,10.1,0.0329,1
18,11980.61,685.66,10455.62,1.7,1,11,14.7,0.0572,0
27,10649.01,2769.18,3042.62,7.1,1,6,9.9,0.26,0
62,25657.97,4778.12,10369.8,16.4,0,2,15.4,0.1862,0
24,68436.44,14504.74,20268.09,8.0,2,3,7.1,0.2119,0
42,58277.71,10316.09,18457.74,3.7,0,2,13.1,0.177,0
52,62846.23,9845.49,56315.89,12.6,0,3,10.8,0.1567,0
24,20085.88,2098.96,6753.29,10.8,0,5,7.5,0.1045,0
42,95752.64,71542.86,13868.51,8.7,2,5,16.9,0.7472,0
51,20354.64,2347.94,7633.83,3.8,1,3,6.7,0.1154,0
40,41261.89,6747.27,3890.32,9.4,1,4,8.4,0.1635,0
74,36090.63,7110.31,27130.72,11.3,1,5,3.6,0.197,0
19,32717.84,24420.99,19353.25,3.1,1,3,10.9,0.7464,0
52,81077.06,49016.86,16763.22,9.2,1,5,6.2,0.6046,0
37,23787.93,15028.25,18796.62,6.7,0,5,5.4,0.6318,0
49,16159.07,1354.24,7720.4,2.3,2,6,6.0,0.0838,0
45,36753.81,24590.06,5975.62,6.9,2,4,5.2,0.669,0
31,28569.76,9329.58,13768.21,6.0,3,2,12.1,0.3266,0
